Numero de Tratativas;Número da programação;Aut. embarque;Tipo de programação;Situação programação;CNPJ Transportadora;Transportadora;Nome local de atendimento;Situação prazo programação;Previsão início atendimento (BRA);Situação viagem;Dt. inclusão da programação;Cidade de destino;Dt chegada local de atendimento (BRA);Dt saída local de atendimento (BRA);Cidade de origem;Cidade local de atendimento;Placa do veículo;Placa da carreta 1;Embarcador;Placa da carreta 2;Valor da viagem;Data de criação da AE;Observação Aberta;Última tratativa
0;3SSZ335712A;849848;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;KARINA INDUSTRIA E COMERCIO DE PLASTICO;No prazo;08/03/2023 17:00:00;CONCLUIDA;07/03/2023 12:10:23;;08/03/2023 17:00:00;08/03/2023 22:00:00;SANTOS/SP;GUARULHOS/SP;RIT6B27 ;FKQ4C23 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 01:22:57; SM de Nº 30068402!;
0;3SSZ335241A;849811;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GRANDFOOD INDUSTRIA E COMERCIO LTDA;No prazo;08/03/2023 22:00:00;CONCLUIDA;02/03/2023 13:02:51;;08/03/2023 00:52:03;08/03/2023 19:55:31;;DOURADO/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 01:05:21;...;
0;3SSZ335242A;849812;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GRANDFOOD INDUSTRIA E COMERCIO LTDA;No prazo;08/03/2023 22:00:00;CONCLUIDA;02/03/2023 13:02:51;;08/03/2023 22:00:00;09/03/2023 03:00:00;;DOURADO/SP;RIS6G08 ;FWE4C93 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 01:07:34;...;
0;3REC74062A;851183;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA.;No prazo;09/03/2023 05:00:00;CONCLUIDA;03/03/2023 17:39:07;;09/03/2023 00:21:00;09/03/2023 00:21:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;KFW6F60 ;HWM9A57 ;ELECTROLUX DO BRASIL S.A;;1,00;08/03/2023 22:10:00;24791231 AE EULUX;
0;3SSZ335752A;851104;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;SAINT-GOBAIN DO BRASIL PROD. IND. E P/ CONTRUÇÃO;No prazo;09/03/2023 06:00:00;CONCLUIDA;07/03/2023 14:01:14;;09/03/2023 06:00:00;09/03/2023 11:00:00;;MAUA/SP;RIR5J05 ;LMP0J59 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 20:38:40;...;
0;3REC74117A;850795;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 06:30:00;CONCLUIDA;07/03/2023 10:59:17;;08/03/2023 19:47:25;09/03/2023 16:05:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 16:53:00;...;
0;3REC74058A;851151;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;09/03/2023 07:00:00;CONCLUIDA;03/03/2023 17:31:21;;09/03/2023 06:47:00;09/03/2023 06:47:00;IPOJUCA/PE;ALHANDRA/PB;KLW3G90 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:39:26;...;
0;3SSZ335493A;851137;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;09/03/2023 07:00:00;CONCLUIDA;06/03/2023 12:52:55;;09/03/2023 01:21:00;09/03/2023 10:37:45;SANTOS/SP;SUMARE/SP;RIT6B29 ;GHC4H31 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:07:15;...;
0;3SSZ335753A;851121;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;ASTRA S A INDUSTRIA E COMERCIO;No prazo;09/03/2023 07:00:00;CONCLUIDA;07/03/2023 14:01:14;;09/03/2023 01:20:00;09/03/2023 16:33:00;;JUNDIAI/SP;RIT6B26 ;GJA7F92 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 20:54:53;...;
0;3REC74291A;851193;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;VIAVAREJO-CABO SANTO AGOSTINHO/PE;No prazo;09/03/2023 07:00:00;CONCLUIDA;08/03/2023 16:40:35;;09/03/2023 05:40:45;09/03/2023 16:24:49;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;RIS6F98 ;IXS9238 ;ELECTROLUX DO BRASIL S.A;;1,00;08/03/2023 22:22:15;24791250 AE EULUX;
0;3REC74112A;850479;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 07:30:00;CONCLUIDA;07/03/2023 10:58:24;;09/03/2023 07:30:00;09/03/2023 12:30:00;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXS6578 ;MQY1C14 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 12:07:48;...;
0;3REC74064A;851167;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;COMERCIAL VITA NORTE LTDA;No prazo;09/03/2023 08:00:00;CONCLUIDA;03/03/2023 17:38:19;;08/03/2023 21:55:00;09/03/2023 13:17:00;;RECIFE/PE;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 21:54:32;...;
0;3REC74063A;851186;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;CAMPARI DO BRASIL LTDA;No prazo;09/03/2023 08:00:00;CONCLUIDA;03/03/2023 17:39:55;;09/03/2023 07:03:20;09/03/2023 10:36:15;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 22:13:32;...;
0;3SSZ335494A;851076;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;09/03/2023 08:00:00;CONCLUIDA;06/03/2023 12:52:55;;09/03/2023 07:41:57;09/03/2023 10:04:19;SANTOS/SP;SUMARE/SP;RIR5I98 ;GBO0B92 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 20:09:50;...;
0;3REC74123A;850712;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 08:00:00;CONCLUIDA;07/03/2023 10:59:18;;09/03/2023 07:13:51;09/03/2023 14:59:25;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXM3D01 ;MRP0H20 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 15:54:03;...;
0;3SSZ335754A;851147;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;09/03/2023 08:00:00;CONCLUIDA;07/03/2023 14:01:15;;09/03/2023 08:00:00;09/03/2023 13:00:00;;MAUA/SP;RIT6B10 ;FCJ7C65 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 21:30:21;...;
0;3REC74274A;851191;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA;No prazo;09/03/2023 08:00:00;CONCLUIDA;08/03/2023 13:30:31;;09/03/2023 02:50:47;09/03/2023 15:39:36;IPOJUCA/PE;ESCADA/PE;KGE8B12 ;KLM7J03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 22:17:56;...;
1;3REC74290A;851093;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;CT DISTRIBUICAO E LOGISTICA LTDA;No prazo;09/03/2023 08:00:00;CONCLUIDA;08/03/2023 16:39:44;;09/03/2023 08:00:00;09/03/2023 23:59:00;IPOJUCA/PE;JABOATAO DOS GUARARAPES/PE;KJU0F46 ;GQF9E28 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 20:31:52;...;"Previsão de Chegada: 10:00

Veiculo apresentou falhas no pedal do acelerador."
0;3REC74115A;851210;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 08:30:00;CONCLUIDA;07/03/2023 10:59:16;;09/03/2023 07:32:38;09/03/2023 11:43:20;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;AUT4661 ;IXY8017 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 22:44:51;...;
0;3REC74059A;851153;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;09/03/2023 09:00:00;CONCLUIDA;03/03/2023 17:31:21;;09/03/2023 09:00:00;09/03/2023 14:00:00;IPOJUCA/PE;ALHANDRA/PB;ABJ7C03 ;HWM9A57 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:41:39;...;
0;3REC74065A;851168;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;09/03/2023 09:00:00;CONCLUIDA;03/03/2023 17:38:19;;09/03/2023 09:00:00;09/03/2023 14:00:00;IPOJUCA/PE;RECIFE/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:56:22;...;
0;3REC74113A;851227;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 09:30:00;CONCLUIDA;07/03/2023 10:58:24;;09/03/2023 09:16:51;09/03/2023 12:15:32;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HWQ9I12 ;HUF7F13 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 23:07:56;...;
0;3REC74066A;851172;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;COMERCIAL VITA NORTE LTDA;No prazo;09/03/2023 10:00:00;CONCLUIDA;03/03/2023 17:38:20;;09/03/2023 07:25:00;09/03/2023 18:07:00;IPOJUCA/PE;RECIFE/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:58:37;...;
0;3REC74114A;850691;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 10:00:00;CONCLUIDA;07/03/2023 10:59:16;;08/03/2023 15:18:19;09/03/2023 13:00:24;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BYH7131 ;GNE1311 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 15:36:44;...;
0;3REC74116A;850718;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;09/03/2023 10:30:00;CONCLUIDA;07/03/2023 10:59:17;;08/03/2023 17:16:57;10/03/2023 14:18:43;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;NUP2B68 ;HYW4I74 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 16:00:52;...;
0;3REC74067A;851175;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MULTILIT FIBROCIMENTO LTDA;No prazo;09/03/2023 11:00:00;CONCLUIDA;03/03/2023 17:38:20;;09/03/2023 07:12:31;09/03/2023 07:18:43;IPOJUCA/PE;RECIFE/PE;KGU4585 ;HZN0H30 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 22:00:33;...;
0;3REC74284A;851237;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;KLABIN S.A.;No prazo;09/03/2023 11:00:00;CONCLUIDA;08/03/2023 15:54:00;;09/03/2023 11:00:00;09/03/2023 16:00:00;SAO GONCALO DO AMARANTE/CE;HORIZONTE/CE;BTO1930 ;BTO3338 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 23:12:12;...;
0;3SSZ335755A;851154;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;09/03/2023 12:00:00;CONCLUIDA;07/03/2023 14:02:06;;09/03/2023 12:00:00;09/03/2023 17:00:00;;MAUA/SP;RIT6B16 ;GHG6C34 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 21:42:07;...;
0;3REC74060A;851163;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;09/03/2023 13:00:00;CONCLUIDA;03/03/2023 17:31:22;;09/03/2023 00:58:44;09/03/2023 00:58:45;IPOJUCA/PE;ALHANDRA/PB;RIS6G00 ;BWM3F64 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:50:48;...;
0;3REC74118A;851236;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;09/03/2023 14:00:00;CONCLUIDA;07/03/2023 10:59:17;SAO GONCALO DO AMARANTE/CE;09/03/2023 12:54:45;09/03/2023 17:21:13;CAUCAIA/CE;FORTALEZA/CE;MIE9976 ;IXY8015 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 23:10:18;...;
0;3REC74119A;851260;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;09/03/2023 14:00:00;CONCLUIDA;07/03/2023 10:59:17;SAO GONCALO DO AMARANTE/CE;09/03/2023 12:59:53;09/03/2023 17:29:29;CAUCAIA/CE;FORTALEZA/CE;MHB7056 ;IWW3I79 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 23:27:22;...;
0;3REC74120A;851254;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;09/03/2023 14:00:00;CONCLUIDA;07/03/2023 10:59:18;SAO GONCALO DO AMARANTE/CE;09/03/2023 14:00:00;09/03/2023 19:00:00;CAUCAIA/CE;FORTALEZA/CE;NFU4G07 ;LWH0I03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 23:23:19;...;
0;3REC74285A;851321;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;KLABIN S.A.;No prazo;09/03/2023 14:00:00;CONCLUIDA;08/03/2023 15:54:00;;09/03/2023 06:42:35;09/03/2023 14:40:28;SAO GONCALO DO AMARANTE/CE;HORIZONTE/CE;MEW4141 ;HUZ4940 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;09/03/2023 00:29:17;...;
0;3REC74061A;851165;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GDC ALIMENTOS S A;No prazo;09/03/2023 15:00:00;CONCLUIDA;03/03/2023 17:31:22;;09/03/2023 12:07:11;09/03/2023 18:15:42;IPOJUCA/PE;ALHANDRA/PB;RIR5J06 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;08/03/2023 21:52:44;...;
0;3REC74068A;851903;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;UNILEVER BRASIL LTDA.;No prazo;09/03/2023 15:00:00;CONCLUIDA;03/03/2023 17:39:08;;09/03/2023 13:57:51;09/03/2023 18:35:07;;CABO DE SANTO AGOSTINHO/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA          ;;;09/03/2023 10:54:24;...;
0;3REC74121A;851242;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;09/03/2023 15:00:00;CONCLUIDA;07/03/2023 10:59:18;SAO GONCALO DO AMARANTE/CE;09/03/2023 15:00:00;09/03/2023 20:00:00;CAUCAIA/CE;FORTALEZA/CE;ASD2277 ;APU0H68 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 23:17:04;...;
0;3REC74122A;851239;Coleta;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;MAGNESIUM DO BRASIL LTDA;No prazo;09/03/2023 15:00:00;CONCLUIDA;07/03/2023 10:59:18;SAO GONCALO DO AMARANTE/CE;09/03/2023 15:00:00;09/03/2023 20:00:00;CAUCAIA/CE;FORTALEZA/CE;AUT4G65 ;IXY8A18 ;LOG IN LOGISTICA INTERMODAL SA.         ;;2,00;08/03/2023 23:14:30;...;
0;3REC74271A;851897;Coleta;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;09/03/2023 15:00:00;CONCLUIDA;08/03/2023 11:20:32;;09/03/2023 10:37:31;09/03/2023 17:25:15;;RECIFE/PE;ECM7B87 ;KBV5756 ;LOG IN LOGISTICA INTERMODAL SA          ;;;09/03/2023 10:50:13;...;
0;3SSZ335243A;851164;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GRANDFOOD INDUSTRIA E COMERCIO LTDA;No prazo;09/03/2023 22:00:00;CONCLUIDA;02/03/2023 13:03:39;;09/03/2023 14:00:00;10/03/2023 06:46:00;;DOURADO/SP;RIT6B29 ;GHC4H31 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 21:52:09;...;
0;3SSZ335244A;851174;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;GRANDFOOD INDUSTRIA E COMERCIO LTDA;No prazo;09/03/2023 22:00:00;CONCLUIDA;02/03/2023 13:03:39;;09/03/2023 14:16:00;10/03/2023 06:52:26;;DOURADO/SP;RIR5I98 ;GBO0B92 ;LOG IN LOGISTICA INTERMODAL SA          ;;;08/03/2023 21:59:07;...;
0;3SSZ335844A;;Coleta;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;APOIO LOGISTICA E SERVICOS LTDA - MAUA;;10/03/2023 06:00:00;SEM VIAGEM;08/03/2023 12:25:45;SANTOS/SP;;;CUBATAO/SP;MAUA/SP;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;2,00;;...;
0;3REC74170A;852029;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;10/03/2023 06:30:00;CONCLUIDA;07/03/2023 17:14:17;;09/03/2023 16:10:12;10/03/2023 08:52:18;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXS6578 ;MQY1C14 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;09/03/2023 12:31:34;...;
0;3REC74224A;852926;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;DISTRIBUIDORA DE ALIMENTOS MARFIM;No prazo;10/03/2023 07:00:00;CONCLUIDA;07/03/2023 18:33:32;;10/03/2023 05:00:00;10/03/2023 05:00:00;IPOJUCA/PE;CARUARU/PE;KLW3G90 ;IZS5J19 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;10/03/2023 03:03:44;...;
0;3REC74229A;852936;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;CARREFOUR COMERCIO E INDUSTRIA LTDA;No prazo;10/03/2023 07:00:00;CONCLUIDA;07/03/2023 18:38:17;;10/03/2023 07:00:00;10/03/2023 12:00:00;IPOJUCA/PE;JABOATAO DOS GUARARAPES/PE;MHM8C59 ;IHJ6429 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;10/03/2023 03:05:53;...;
0;3SSZ335835A;;Entrega;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;;10/03/2023 07:00:00;SEM VIAGEM;08/03/2023 12:06:04;;;;SANTOS/SP;SUMARE/SP;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;1,00;;...;
0;3REC74167A;852335;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;10/03/2023 07:30:00;CONCLUIDA;07/03/2023 17:14:16;;09/03/2023 21:39:59;10/03/2023 15:28:11;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HUM5925 ;DPC9504 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;09/03/2023 16:37:32;...;
0;3REC74169A;852204;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;10/03/2023 08:00:00;CONCLUIDA;07/03/2023 17:14:16;;09/03/2023 17:44:59;10/03/2023 11:06:42;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;BYH7131 ;GNE1311 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;09/03/2023 15:10:57;...;
0;3REC74227A;852942;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;CAMPARI DO BRASIL LTDA;No prazo;10/03/2023 08:00:00;CONCLUIDA;07/03/2023 18:38:17;;10/03/2023 08:00:00;10/03/2023 13:00:00;IPOJUCA/PE;CABO DE SANTO AGOSTINHO/PE;PEX2D92 ;BYB5B41 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;10/03/2023 03:07:45;...;
0;3SSZ335836A;852275;Entrega;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMAC;No prazo;10/03/2023 08:00:00;CONCLUIDA;08/03/2023 12:06:04;;10/03/2023 08:00:00;10/03/2023 13:00:00;SANTOS/SP;SUMARE/SP;RIT6B25 ;GEQ1F03 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;09/03/2023 15:58:13;...;
0;3SSZ335843A;;Coleta;CANCELADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;LIOTECNICA TECNOLOGIA EM ALIMENTOS LTD;;10/03/2023 08:00:00;SEM VIAGEM;08/03/2023 12:17:51;SANTOS/SP;;;CUBATAO/SP;EMBU DAS ARTES/SP;;;ATUALIZAR PARA O EMBARCADOR CORRETO;;2,00;;...;
0;3REC74177A;852322;Entrega;ENCERRADA;15.245.792/0004-84;SAFFLOG TRANSPORTES E LOGISTICA INTEGRADA LTDA;DSM PRODUTOS NUTRICIONAIS BRASIL S.A.;No prazo;10/03/2023 08:30:00;CONCLUIDA;07/03/2023 17:14:18;;10/03/2023 08:04:12;10/03/2023 11:44:44;SAO GONCALO DO AMARANTE/CE;SAO GONCALO DO AMARANTE/CE;HXM3D01 ;MRP0H20 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;09/03/2023 16:29:10;...;
0;3REC74226A;852945;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;BRASCOLOR GRAFICA E EDITORA LTDA;No prazo;10/03/2023 09:00:00;CONCLUIDA;07/03/2023 18:35:54;;10/03/2023 09:00:00;10/03/2023 14:00:00;IPOJUCA/PE;ABREU E LIMA/PE;OYZ6J72 ;MXT1285 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;10/03/2023 03:09:24;...;
0;3REC74228A;852947;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;VERD COMERCIO DE MADEIRA E FERRAGEM LTDA;No prazo;10/03/2023 09:00:00;CONCLUIDA;07/03/2023 18:35:54;;10/03/2023 09:00:00;10/03/2023 14:00:00;IPOJUCA/PE;VITORIA DE SANTO ANTAO/PE;KFW6F60 ;HWM9A57 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;10/03/2023 03:11:22;...;
0;3SSZ335833A;852649;Coleta;ENCERRADA;15.245.792/0006-46;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;AKZO NOBEL LTDA;No prazo;10/03/2023 09:00:00;CONCLUIDA;08/03/2023 11:37:34;;10/03/2023 07:29:27;10/03/2023 14:08:57;;MAUA/SP;RIS6G08 ;FWE4C93 ;LOG IN LOGISTICA INTERMODAL SA          ;;;09/03/2023 21:23:30;...;
0;3REC74379A;852948;Entrega;ENCERRADA;15.245.792/0005-65;SAFFLOG TRANSPORTES E LOGISTICA INTEGRAD;DISBEC DISTRIBUIDORA LTDA;No prazo;10/03/2023 09:00:00;CONCLUIDA;09/03/2023 13:17:35;;10/03/2023 09:00:00;10/03/2023 14:00:00;IPOJUCA/PE;PAULISTA/PE;RIR5J06 ;GBS9J12 ;LOG IN LOGISTICA INTERMODAL SA.         ;;1,00;10/03/2023 03:13:23;...;
